date,precipitation
2017-03-18,0.0
2017-03-18,0.0
2017-03-19,0.0
2017-03-19,0.0
2017-03-19,0.0
2017-03-19,0.0
2017-03-19,0.0
2017-03-20,0.0
2017-03-20,0.0
2017-03-20,0.02
2017-03-20,0.0
2017-03-20,0.0
2017-03-20,
2017-03-21,0.0
2017-03-21,0.0
2017-03-21,0.0
2017-03-21,0.09
2017-03-21,0.0
2017-03-21,0.0
2017-03-22,0.0
2017-03-22,0.0
2017-03-22,0.0
2017-03-22,0.0
2017-03-22,0.0
2017-03-22,0.0
2017-03-23,0.02
2017-03-23,0.03
2017-03-23,0.0
2017-03-23,0.0
2017-03-23,0.0
2017-03-23,0.0
2017-03-24,0.6
2017-03-24,0.15
2017-03-24,0.17
2017-03-24,0.07
2017-03-24,0.02
2017-03-24,0.12
2017-03-25,0.48
2017-03-25,0.93
2017-03-25,0.13
2017-03-25,0.0
2017-03-25,0.43
2017-03-26,0.0
2017-03-26,0.0
2017-03-26,0.0
2017-03-26,0.0
2017-03-26,0.0
2017-03-27,0.0
2017-03-27,0.01
2017-03-27,0.0
2017-03-27,0.0
2017-03-27,
2017-03-27,0.0
2017-03-28,0.0
2017-03-28,0.03
2017-03-28,0.0
2017-03-28,
2017-03-28,0.0
2017-03-28,0.68
2017-03-28,0.0
2017-03-29,0.03
2017-03-29,0.0
2017-03-29,0.08
2017-03-29,0.0
2017-03-29,0.07
2017-03-29,0.01
2017-03-29,
2017-03-30,0.04
2017-03-30,0.08
2017-03-30,0.0
2017-03-30,
2017-03-30,0.0
2017-03-30,0.03
2017-03-31,0.01
2017-03-31,0.0
2017-03-31,0.0
2017-03-31,
2017-03-31,0.0
2017-03-31,0.0
2017-03-31,0.0
2017-04-01,0.0
2017-04-01,0.2
2017-04-01,0.0
2017-04-01,0.21
2017-04-01,0.0
2017-04-01,0.0
2017-04-02,0.0
2017-04-02,0.0
2017-04-02,0.0
2017-04-02,0.0
2017-04-02,0.0
2017-04-02,0.0
2017-04-03,0.08
2017-04-03,0.0
2017-04-03,0.0
2017-04-03,0.23
2017-04-03,0.09
2017-04-03,0.26
2017-04-03,
2017-04-04,0.04
2017-04-04,0.0
2017-04-04,0.09
2017-04-04,0.0
2017-04-04,0.02
2017-04-04,0.0
2017-04-04,0.0
2017-04-05,0.0
2017-04-05,0.1
2017-04-05,0.0
2017-04-05,0.45
2017-04-05,0.04
2017-04-05,0.07
2017-04-05,0.0
2017-04-06,0.0
2017-04-06,0.0
2017-04-06,0.0
2017-04-06,0.0
2017-04-06,0.0
2017-04-06,0.0
2017-04-06,0.06
2017-04-07,0.0
2017-04-07,0.0
2017-04-07,0.0
2017-04-07,0.0
2017-04-07,0.0
2017-04-07,0.0
2017-04-08,0.0
2017-04-08,0.0
2017-04-08,0.0
2017-04-08,
2017-04-09,
2017-04-09,0.0
2017-04-09,
2017-04-09,0.0
2017-04-09,0.0
2017-04-09,0.0
2017-04-10,
2017-04-10,0.01
2017-04-10,0.0
2017-04-10,0.0
2017-04-10,0.0
2017-04-10,0.0
2017-04-10,0.01
2017-04-11,0.25
2017-04-11,0.0
2017-04-11,0.03
2017-04-11,0.0
2017-04-11,0.16
2017-04-11,
2017-04-11,0.03
2017-04-12,0.11
2017-04-12,0.03
2017-04-12,0.0
2017-04-12,
2017-04-12,0.0
2017-04-12,0.65
2017-04-12,0.29
2017-04-13,0.0
2017-04-13,0.27
2017-04-13,0.0
2017-04-13,
2017-04-13,0.23
2017-04-13,0.59
2017-04-13,0.0
2017-04-14,0.26
2017-04-14,0.69
2017-04-14,0.36
2017-04-14,2.3
2017-04-14,2.82
2017-04-14,0.29
2017-04-15,0.01
2017-04-15,0.38
2017-04-15,0.9
2017-04-15,0.0
2017-04-15,0.45
2017-04-16,0.47
2017-04-16,0.0
2017-04-16,0.0
2017-04-16,0.49
2017-04-16,0.11
2017-04-17,
2017-04-17,0.02
2017-04-17,0.41
2017-04-17,1.3
2017-04-17,
2017-04-17,0.3
2017-04-17,1.04
2017-04-18,0.08
2017-04-18,0.12
2017-04-18,0.0
2017-04-18,0.0
2017-04-18,0.15
2017-04-18,0.98
2017-04-18,2.03
2017-04-19,0.02
2017-04-19,
2017-04-19,0.0
2017-04-19,0.02
2017-04-19,0.02
2017-04-19,0.14
2017-04-19,0.0
2017-04-20,
2017-04-20,0.0
2017-04-20,0.33
2017-04-20,0.35
2017-04-20,0.0
2017-04-20,0.05
2017-04-20,0.05
2017-04-21,0.23
2017-04-21,2.36
2017-04-21,1.84
2017-04-21,1.16
2017-04-21,1.74
2017-04-21,
2017-04-21,1.05
2017-04-22,0.32
2017-04-22,1.01
2017-04-22,1.58
2017-04-22,1.35
2017-04-22,0.7
2017-04-23,0.03
2017-04-23,0.35
2017-04-23,0.06
2017-04-23,0.02
2017-04-24,0.0
2017-04-24,
2017-04-24,
2017-04-24,0.05
2017-04-24,0.01
2017-04-24,
2017-04-24,0.0
2017-04-25,0.0
2017-04-25,0.0
2017-04-25,
2017-04-25,0.0
2017-04-25,0.0
2017-04-25,0.0
2017-04-25,0.0
2017-04-26,0.14
2017-04-26,0.0
2017-04-26,0.0
2017-04-26,0.02
2017-04-26,0.01
2017-04-26,0.22
2017-04-27,0.0
2017-04-27,0.19
2017-04-27,
2017-04-27,0.02
2017-04-27,0.0
2017-04-27,0.11
2017-04-27,0.1
2017-04-28,0.0
2017-04-28,0.0
2017-04-28,0.79
2017-04-28,0.76
2017-04-28,0.09
2017-04-28,
2017-04-28,2.6
2017-04-29,0.95
2017-04-29,0.37
2017-04-29,6.25
2017-04-29,0.35
2017-04-29,0.12
2017-04-29,0.0
2017-04-30,1.31
2017-04-30,0.8
2017-04-30,0.89
2017-04-30,1.04
2017-04-30,1.17
2017-04-30,1.21
2017-05-01,0.26
2017-05-01,0.07
2017-05-01,0.25
2017-05-01,0.07
2017-05-01,0.13
2017-05-01,0.03
2017-05-02,0.03
2017-05-02,0.01
2017-05-02,0.01
2017-05-02,0.0
2017-05-02,0.0
2017-05-02,0.0
2017-05-03,0.01
2017-05-03,0.01
2017-05-03,0.01
2017-05-03,0.0
2017-05-03,0.0
2017-05-04,0.0
2017-05-04,
2017-05-04,0.0
2017-05-04,0.0
2017-05-04,0.0
2017-05-04,0.08
2017-05-05,0.0
2017-05-05,0.0
2017-05-05,0.0
2017-05-05,0.1
2017-05-05,0.28
2017-05-05,0.0
2017-05-06,0.06
2017-05-06,0.0
2017-05-06,0.0
2017-05-06,0.0
2017-05-06,0.0
2017-05-06,0.0
2017-05-07,0.03
2017-05-07,0.07
2017-05-07,0.02
2017-05-07,0.0
2017-05-07,0.0
2017-05-08,0.0
2017-05-08,0.22
2017-05-08,0.95
2017-05-08,0.0
2017-05-08,1.11
2017-05-08,0.73
2017-05-09,1.62
2017-05-09,0.23
2017-05-09,1.58
2017-05-09,0.68
2017-05-09,0.52
2017-05-10,0.55
2017-05-10,0.06
2017-05-10,0.0
2017-05-10,0.05
2017-05-10,0.0
2017-05-10,0.2
2017-05-11,0.0
2017-05-11,0.12
2017-05-11,0.44
2017-05-11,0.01
2017-05-11,0.03
2017-05-12,0.0
2017-05-12,
2017-05-12,0.1
2017-05-12,0.02
2017-05-12,0.0
2017-05-12,0.04
2017-05-13,0.1
2017-05-13,0.0
2017-05-13,0.12
2017-05-13,0.02
2017-05-13,0.0
2017-05-14,0.0
2017-05-14,0.0
2017-05-14,0.05
2017-05-14,0.17
2017-05-14,1.0
2017-05-15,
2017-05-15,0.09
2017-05-15,0.05
2017-05-15,0.6
2017-05-15,0.08
2017-05-15,0.06
2017-05-16,0.03
2017-05-16,0.05
2017-05-16,0.3
2017-05-16,0.01
2017-05-16,0.03
2017-05-16,0.0
2017-05-17,0.02
2017-05-17,0.06
2017-05-17,0.0
2017-05-17,0.0
2017-05-17,0.0
2017-05-17,0.07
2017-05-18,0.13
2017-05-18,0.0
2017-05-18,0.46
2017-05-18,0.16
2017-05-18,0.01
2017-05-18,0.09
2017-05-19,0.02
2017-05-19,0.0
2017-05-19,0.01
2017-05-19,0.01
2017-05-20,0.0
2017-05-20,
2017-05-20,0.02
2017-05-20,0.01
2017-05-20,
2017-05-20,0.0
2017-05-21,0.0
2017-05-21,0.01
2017-05-21,0.0
2017-05-21,0.0
2017-05-21,0.0
2017-05-22,0.3
2017-05-22,
2017-05-22,0.06
2017-05-22,0.0
2017-05-22,0.0
2017-05-22,0.0
2017-05-23,0.0
2017-05-23,0.11
2017-05-23,0.44
2017-05-23,0.02
2017-05-23,0.06
2017-05-23,0.08
2017-05-24,0.3
2017-05-24,0.1
2017-05-24,0.61
2017-05-24,2.17
2017-05-24,0.13
2017-05-24,0.58
2017-05-25,0.55
2017-05-25,0.88
2017-05-25,0.37
2017-05-25,0.15
2017-05-25,0.07
2017-05-25,0.2
2017-05-26,0.02
2017-05-26,0.0
2017-05-26,0.0
2017-05-26,0.0
2017-05-26,0.0
2017-05-27,0.0
2017-05-27,0.0
2017-05-27,0.0
2017-05-27,0.0
2017-05-27,0.01
2017-05-27,0.5
2017-05-28,0.02
2017-05-28,0.02
2017-05-28,0.08
2017-05-28,0.29
2017-05-28,0.0
2017-05-28,0.0
2017-05-29,0.0
2017-05-29,0.0
2017-05-29,0.4
2017-05-29,0.02
2017-05-29,0.0
2017-05-30,0.11
2017-05-30,
2017-05-30,1.12
2017-05-30,0.2
2017-05-30,0.26
2017-05-30,0.04
2017-05-31,0.02
2017-05-31,0.0
2017-05-31,0.1
2017-05-31,0.25
2017-05-31,0.0
2017-06-01,0.0
2017-06-01,0.03
2017-06-01,0.0
2017-06-01,0.01
2017-06-01,0.0
2017-06-01,0.0
2017-06-02,0.09
2017-06-02,
2017-06-02,0.1
2017-06-02,0.15
2017-06-02,0.0
2017-06-02,0.0
2017-06-03,0.16
2017-06-03,0.02
2017-06-03,0.08
2017-06-03,0.2
2017-06-03,
2017-06-03,0.15
2017-06-04,0.05
2017-06-04,0.15
2017-06-04,0.82
2017-06-04,0.13
2017-06-04,0.0
2017-06-04,0.0
2017-06-05,0.05
2017-06-05,
2017-06-05,0.0
2017-06-05,0.01
2017-06-05,0.02
2017-06-05,0.0
2017-06-05,0.0
2017-06-06,0.0
2017-06-06,0.0
2017-06-06,0.0
2017-06-06,
2017-06-06,0.0
2017-06-06,0.0
2017-06-06,0.0
2017-06-07,0.0
2017-06-07,0.0
2017-06-07,0.0
2017-06-07,0.0
2017-06-07,
2017-06-07,0.0
2017-06-07,0.01
2017-06-08,0.01
2017-06-08,0.0
2017-06-08,0.0
2017-06-08,
2017-06-08,0.0
2017-06-08,0.02
2017-06-08,0.0
2017-06-09,0.0
2017-06-09,0.02
2017-06-09,0.02
2017-06-09,0.0
2017-06-09,
2017-06-09,0.0
2017-06-10,
2017-06-10,0.21
2017-06-10,0.13
2017-06-10,0.53
2017-06-10,0.62
2017-06-10,0.04
2017-06-11,0.08
2017-06-11,0.74
2017-06-11,0.7
2017-06-11,0.25
2017-06-11,0.14
2017-06-11,0.24
2017-06-12,0.14
2017-06-12,0.02
2017-06-12,0.19
2017-06-12,0.81
2017-06-12,0.35
2017-06-12,0.24
2017-06-13,0.03
2017-06-13,0.0
2017-06-13,0.36
2017-06-13,0.1
2017-06-13,0.24
2017-06-13,0.65
2017-06-13,
2017-06-14,
2017-06-14,0.21
2017-06-14,0.27
2017-06-14,0.06
2017-06-14,0.0
2017-06-14,0.81
2017-06-14,0.22
2017-06-15,
2017-06-15,0.17
2017-06-15,0.0
2017-06-15,1.69
2017-06-15,0.0
2017-06-15,0.3
2017-06-15,0.55
2017-06-16,
2017-06-16,0.0
2017-06-16,0.02
2017-06-16,0.02
2017-06-16,0.06
2017-06-16,0.1
2017-06-16,0.0
2017-06-17,0.0
2017-06-17,0.35
2017-06-17,0.1
2017-06-17,0.07
2017-06-17,0.02
2017-06-17,0.0
2017-06-18,0.18
2017-06-18,0.24
2017-06-18,0.05
2017-06-18,0.7
2017-06-18,0.25
2017-06-18,0.0
2017-06-19,0.4
2017-06-19,0.08
2017-06-19,0.0
2017-06-19,0.19
2017-06-19,
2017-06-19,0.05
2017-06-19,0.01
2017-06-20,
2017-06-20,0.31
2017-06-20,0.17
2017-06-20,0.05
2017-06-20,0.0
2017-06-20,0.02
2017-06-21,0.3
2017-06-21,0.19
2017-06-21,0.0
2017-06-21,
2017-06-21,0.02
2017-06-21,
2017-06-22,0.0
2017-06-22,0.1
2017-06-22,0.06
2017-06-22,0.28
2017-06-22,0.0
2017-06-22,0.0
2017-06-23,0.12
2017-06-23,0.05
2017-06-23,0.0
2017-06-23,0.5
2017-06-23,
2017-06-23,0.0
2017-06-23,0.0
2017-06-24,0.0
2017-06-24,0.06
2017-06-24,0.22
2017-06-24,0.36
2017-06-24,0.0
2017-06-25,0.5
2017-06-25,0.0
2017-06-25,0.0
2017-06-25,0.08
2017-06-25,0.02
2017-06-26,
2017-06-26,0.0
2017-06-26,0.0
2017-06-26,0.02
2017-06-26,0.02
2017-06-26,0.06
2017-06-26,
2017-06-27,0.0
2017-06-27,0.0
2017-06-27,0.0
2017-06-27,0.0
2017-06-27,0.01
2017-06-27,0.1
2017-06-28,0.0
2017-06-28,0.0
2017-06-28,0.0
2017-06-28,0.0
2017-06-28,0.02
2017-06-28,0.01
2017-06-29,0.0
2017-06-29,0.0
2017-06-29,0.0
2017-06-29,0.03
2017-06-29,
2017-06-29,0.0
2017-06-29,0.04
2017-06-30,0.07
2017-06-30,0.12
2017-06-30,0.01
2017-06-30,0.0
2017-06-30,0.2
2017-06-30,0.08
2017-06-30,0.04
2017-07-01,0.1
2017-07-01,0.02
2017-07-01,0.08
2017-07-01,0.06
2017-07-02,0.5
2017-07-02,0.02
2017-07-02,0.15
2017-07-02,0.05
2017-07-02,
2017-07-03,
2017-07-03,0.4
2017-07-03,0.15
2017-07-03,0.04
2017-07-03,
2017-07-03,0.02
2017-07-03,0.13
2017-07-04,0.04
2017-07-04,0.08
2017-07-04,0.03
2017-07-04,0.0
2017-07-05,0.0
2017-07-05,0.0
2017-07-05,
2017-07-05,
2017-07-05,0.0
2017-07-05,0.0
2017-07-05,
2017-07-06,0.0
2017-07-06,0.0
2017-07-06,
2017-07-06,0.0
2017-07-06,0.0
2017-07-06,0.02
2017-07-07,
2017-07-07,0.18
2017-07-07,0.0
2017-07-07,0.02
2017-07-07,0.0
2017-07-07,0.3
2017-07-07,
2017-07-08,0.0
2017-07-08,0.02
2017-07-08,0.0
2017-07-08,0.02
2017-07-08,0.0
2017-07-08,0.06
2017-07-09,0.0
2017-07-09,0.0
2017-07-09,0.11
2017-07-09,0.0
2017-07-09,0.09
2017-07-09,0.0
2017-07-10,0.0
2017-07-10,0.0
2017-07-10,0.0
2017-07-10,0.0
2017-07-10,
2017-07-10,0.02
2017-07-10,0.02
2017-07-11,0.0
2017-07-11,
2017-07-11,0.0
2017-07-11,0.01
2017-07-11,0.0
2017-07-11,0.0
2017-07-11,0.02
2017-07-12,0.28
2017-07-12,0.01
2017-07-12,0.02
2017-07-12,0.0
2017-07-12,0.05
2017-07-12,0.0
2017-07-12,
2017-07-13,0.32
2017-07-13,0.07
2017-07-13,0.11
2017-07-13,0.68
2017-07-13,
2017-07-13,0.3
2017-07-13,0.33
2017-07-14,0.02
2017-07-14,0.0
2017-07-14,0.2
2017-07-14,0.0
2017-07-14,0.68
2017-07-14,0.05
2017-07-15,0.05
2017-07-15,0.1
2017-07-15,0.01
2017-07-15,0.03
2017-07-15,0.0
2017-07-15,0.0
2017-07-16,0.1
2017-07-16,0.02
2017-07-16,0.07
2017-07-16,0.12
2017-07-16,0.5
2017-07-16,0.0
2017-07-17,0.39
2017-07-17,0.03
2017-07-17,0.12
2017-07-17,0.16
2017-07-17,0.21
2017-07-17,0.0
2017-07-18,0.05
2017-07-18,0.0
2017-07-18,2.4
2017-07-18,0.0
2017-07-18,0.05
2017-07-18,0.03
2017-07-18,0.0
2017-07-19,0.0
2017-07-19,0.27
2017-07-19,0.09
2017-07-19,0.05
2017-07-19,0.0
2017-07-19,0.0
2017-07-20,0.7
2017-07-20,0.06
2017-07-20,0.03
2017-07-20,0.12
2017-07-20,0.0
2017-07-20,0.33
2017-07-20,0.0
2017-07-21,0.0
2017-07-21,0.0
2017-07-21,0.0
2017-07-21,0.1
2017-07-21,0.0
2017-07-21,0.03
2017-07-21,0.0
2017-07-22,4.0
2017-07-22,0.2
2017-07-22,0.0
2017-07-22,0.03
2017-07-22,0.12
2017-07-22,0.07
2017-07-23,0.0
2017-07-23,0.2
2017-07-23,0.8
2017-07-23,0.07
2017-07-23,0.06
2017-07-24,0.84
2017-07-24,1.19
2017-07-24,
2017-07-24,0.58
2017-07-24,0.05
2017-07-24,0.61
2017-07-25,0.05
2017-07-25,0.0
2017-07-25,0.03
2017-07-25,0.11
2017-07-25,0.12
2017-07-25,0.0
2017-07-25,0.3
2017-07-26,0.3
2017-07-26,0.02
2017-07-26,0.12
2017-07-26,
2017-07-26,0.0
2017-07-26,0.0
2017-07-26,0.06
2017-07-27,0.01
2017-07-27,0.0
2017-07-27,0.0
2017-07-27,
2017-07-27,0.0
2017-07-27,0.0
2017-07-27,0.0
2017-07-28,0.4
2017-07-28,0.0
2017-07-28,0.09
2017-07-28,0.13
2017-07-28,0.01
2017-07-28,0.0
2017-07-28,0.14
2017-07-29,0.0
2017-07-29,0.06
2017-07-29,0.3
2017-07-29,0.0
2017-07-29,0.02
2017-07-29,0.23
2017-07-30,0.0
2017-07-30,0.0
2017-07-30,0.0
2017-07-30,0.0
2017-07-30,0.3
2017-07-31,0.0
2017-07-31,0.0
2017-07-31,0.0
2017-07-31,0.0
2017-07-31,
2017-07-31,
2017-07-31,0.0
2017-08-01,
2017-08-01,0.12
2017-08-01,0.02
2017-08-01,0.0
2017-08-02,0.05
2017-08-02,0.0
2017-08-02,0.0
2017-08-02,0.25
2017-08-03,0.0
2017-08-03,0.0
2017-08-03,0.06
2017-08-03,0.01
2017-08-04,0.04
2017-08-04,0.02
2017-08-04,0.0
2017-08-04,0.0
2017-08-05,0.0
2017-08-05,
2017-08-05,0.06
2017-08-06,0.0
2017-08-06,0.0
2017-08-06,0.0
2017-08-06,0.0
2017-08-06,
2017-08-07,0.0
2017-08-07,0.0
2017-08-07,0.05
2017-08-07,0.0
2017-08-08,0.0
2017-08-08,0.0
2017-08-08,0.1
2017-08-08,0.34
2017-08-09,0.0
2017-08-09,0.0
2017-08-09,0.15
2017-08-10,0.0
2017-08-10,0.07
2017-08-10,0.0
2017-08-10,0.0
2017-08-11,0.0
2017-08-11,
2017-08-11,0.0
2017-08-11,0.0
2017-08-12,0.14
2017-08-12,0.0
2017-08-12,0.0
2017-08-13,0.0
2017-08-13,0.0
2017-08-13,
2017-08-13,0.0
2017-08-13,
2017-08-14,0.08
2017-08-14,0.0
2017-08-14,0.0
2017-08-14,0.01
2017-08-14,0.22
2017-08-15,0.42
2017-08-15,0.02
2017-08-15,0.32
2017-08-15,0.06
2017-08-15,0.0
2017-08-16,0.42
2017-08-16,0.0
2017-08-16,0.07
2017-08-16,0.12
2017-08-17,0.13
2017-08-17,0.0
2017-08-17,0.05
2017-08-17,0.01
2017-08-18,0.0
2017-08-18,
2017-08-18,0.06
2017-08-18,0.0
2017-08-19,0.09
2017-08-19,
2017-08-19,0.0
2017-08-19,0.0
2017-08-20,
2017-08-20,0.0
2017-08-20,0.01
2017-08-21,0.56
2017-08-21,0.02
2017-08-21,0.0
2017-08-21,
2017-08-22,0.5
2017-08-22,0.0
2017-08-22,0.0
2017-08-23,0.08
2017-08-23,0.0
2017-08-23,0.0
2017-08-23,0.45
